doc_id,author,title,part_id,n_words,text
Mark Twain::A Connecticut Yankee in King Arthur's Court,Mark Twain,A Connecticut Yankee in King Arthur's Court,147,232,"My missionaries were taught to spell out the gilt signs on their
tabards--the showy gilding was a neat idea, I could have got the
king to wear a bulletin-board for the sake of that barbaric
splendor--they were to spell out these signs and then explain to
the lords and ladies what soap was; and if the lords and ladies
were afraid of it, get them to try it on a dog. The missionary's
next move was to get the family together and try it on himself;
he was to stop at no experiment, however desperate, that could
convince the nobility that soap was harmless; if any final doubt
remained, he must catch a hermit--the woods were full of them;
saints they called themselves, and saints they were believed to be.
 They were unspeakably holy, and worked miracles, and everybody
stood in awe of them. If a hermit could survive a wash, and that
failed to convince a duke, give him up, let him alone.

 Whenever my missionaries overcame a knight errant on the road
they washed him, and when he got well they swore him to go and
get a bulletin-board and disseminate soap and civilization the rest
of his days. As a consequence the workers in the field were
increasing by degrees, and the reform was steadily spreading.
 My soap factory felt the strain early."
Mark Twain::Adventures of Huckleberry Finn,Mark Twain,Adventures of Huckleberry Finn,313,247,"I can’t ever get it out of my memory, the
sight of them poor miserable girls and niggers hanging around each
other’s necks and crying; and I reckon I couldn’t a stood it all, but
would a had to bust out and tell on our gang if I hadn’t knowed the
sale warn’t no account and the niggers would be back home in a week or
two.

 The thing made a big stir in the town, too, and a good many come out
flatfooted and said it was scandalous to separate the mother and the
children that way. It injured the frauds some; but the old fool he
bulled right along, spite of all the duke could say or do, and I tell
you the duke was powerful uneasy.

 Next day was auction day. About broad day in the morning the king and
the duke come up in the garret and woke me up, and I see by their look
that there was trouble. The king says:

“Was you in my room night before last?”

“No, your majesty”—which was the way I always called him when nobody
but our gang warn’t around.

 “Was you in there yisterday er last night?”

“No, your majesty.”

 “Honor bright, now—no lies.”

“Honor bright, your majesty, I’m telling you the truth. I hain’t been
a-near your room since Miss Mary Jane took you and the duke and showed
it to you.”"
Jane Austen::Emma,Jane Austen,Emma,42,238,"“How much his business engrosses him already is very plain from the
circumstance of his forgetting to inquire for the book you recommended.
 He was a great deal too full of the market to think of any thing
else—which is just as it should be, for a thriving man. What has he to
do with books? And I have no doubt that he _will_ thrive, and be a very
rich man in time—and his being illiterate and coarse need not disturb
_us_.”

“I wonder he did not remember the book”—was all Harriet’s answer, and
spoken with a degree of grave displeasure which Emma thought might be
safely left to itself. She, therefore, said no more for some time. Her
next beginning was,

“In one respect, perhaps, Mr. Elton’s manners are superior to Mr.
Knightley’s or Mr. Weston’s. They have more gentleness. They might be
more safely held up as a pattern. There is an openness, a quickness,
almost a bluntness in Mr. Weston, which every body likes in _him_,
because there is so much good-humour with it—but that would not do to
be copied. Neither would Mr. Knightley’s downright, decided, commanding
sort of manner, though it suits _him_ very well; his figure, and look,
and situation in life seem to allow it; but if any young man were to
set about copying him, he would not be sufferable."
Mark Twain::Adventures of Huckleberry Finn,Mark Twain,Adventures of Huckleberry Finn,134,228,"I told Jim all about what happened inside the wreck and at the
ferry-boat, and I said these kinds of things was adventures; but he said
he didn’t want no more adventures. He said that when I went in the
texas and he crawled back to get on the raft and found her gone, he
nearly died; because he judged it was all up with _him_, anyway it could
be fixed; for if he didn’t get saved he would get drownded; and if he
did get saved, whoever saved him would send him back home so as to get
the reward, and then Miss Watson would sell him South, sure. Well, he
was right; he was most always right; he had an uncommon level head, for
a nigger.

 I read considerable to Jim about kings and dukes and earls and such,
and how gaudy they dressed, and how much style they put on, and called
each other your majesty, and your grace, and your lordship, and so on,
’stead of mister; and Jim’s eyes bugged out, and he was interested. He
says:

“I didn’ know dey was so many un um. I hain’t hearn ’bout none un um,
skasely, but ole King Sollermun, onless you counts dem kings dat’s in a
pack er k’yards. How much do a king git?”

“Get?”"
Jane Austen::Emma,Jane Austen,Emma,307,255,"To be in company, nicely dressed herself and
seeing others nicely dressed, to sit and smile and look pretty, and say
nothing, was enough for the happiness of the present hour. Jane Fairfax
did look and move superior; but Emma suspected she might have been glad
to change feelings with Harriet, very glad to have purchased the
mortification of having loved—yes, of having loved even Mr. Elton in
vain—by the surrender of all the dangerous pleasure of knowing herself
beloved by the husband of her friend.

 In so large a party it was not necessary that Emma should approach her.
 She did not wish to speak of the pianoforte, she felt too much in the
secret herself, to think the appearance of curiosity or interest fair,
and therefore purposely kept at a distance; but by the others, the
subject was almost immediately introduced, and she saw the blush of
consciousness with which congratulations were received, the blush of
guilt which accompanied the name of “my excellent friend Colonel
Campbell.”

 Mrs. Weston, kind-hearted and musical, was particularly interested by
the circumstance, and Emma could not help being amused at her
perseverance in dwelling on the subject; and having so much to ask and
to say as to tone, touch, and pedal, totally unsuspicious of that wish
of saying as little about it as possible, which she plainly read in the
fair heroine’s countenance.

 They were soon joined by some of the gentlemen; and the very first of
the early was Frank Churchill."
Jane Austen::Pride and Prejudice,Jane Austen,Pride and Prejudice,84,238,"“I am exceedingly gratified,” said Bingley, “by your converting what my
friend says into a compliment on the sweetness of my temper. But I am
afraid you are giving it a turn which that gentleman did by no means
intend; for he would certainly think the better of me if, under such a
circumstance, I were to give a flat denial, and ride off as fast as I
could.”

“Would Mr. Darcy then consider the rashness of your original intention
as atoned for by your obstinacy in adhering to it?”

“Upon my word, I cannot exactly explain the matter--Darcy must speak for
himself.”

 “You expect me to account for opinions which you choose to call mine,
but which I have never acknowledged. Allowing the case, however, to
stand according to your representation, you must remember, Miss Bennet,
that the friend who is supposed to desire his return to the house, and
the delay of his plan, has merely desired it, asked it without offering
one argument in favour of its propriety.”

 “To yield readily--easily--to the _persuasion_ of a friend is no merit
with you.”

“To yield without conviction is no compliment to the understanding of
either.”

“You appear to me, Mr. Darcy, to allow nothing for the influence of
friendship and affection. A regard for the requester would often make
one readily yield to a request, without waiting for arguments to reason
one into it."
Jane Austen::Sense and Sensibility,Jane Austen,Sense and Sensibility,351,248,"The interest of two thousand pounds—how can a man live on
it?—and when to that is added the recollection, that he might, but for
his own folly, within three months have been in the receipt of two
thousand, five hundred a-year (for Miss Morton has thirty thousand
pounds,) I cannot picture to myself a more wretched condition. We must
all feel for him; and the more so, because it is totally out of our
power to assist him.”

 “Poor young man!” cried Mrs. Jennings, “I am sure he should be very
welcome to bed and board at my house; and so I would tell him if I
could see him. It is not fit that he should be living about at his own
charge now, at lodgings and taverns.”

 Elinor’s heart thanked her for such kindness towards Edward, though she
could not forbear smiling at the form of it.

 “If he would only have done as well by himself,” said John Dashwood,
“as all his friends were disposed to do by him, he might now have been
in his proper situation, and would have wanted for nothing. But as it
is, it must be out of anybody’s power to assist him. And there is one
thing more preparing against him, which must be worse than all—his
mother has determined, with a very natural kind of spirit, to settle
_that_ estate upon Robert immediately, which might have been Edward’s,
on proper conditions."
Jane Austen::Pride and Prejudice,Jane Austen,Pride and Prejudice,515,243,"The turn of your countenance I shall never
forget, as you said that I could not have addressed you in any possible
way that would induce you to accept me.”

“Oh, do not repeat what I then said. These recollections will not do at
all. I assure you that I have long been most heartily ashamed of it.”

 Darcy mentioned his letter. “Did it,” said he,--“did it _soon_ make you
think better of me? Did you, on reading it, give any credit to its
contents?”

 She explained what its effects on her had been, and how gradually all
her former prejudices had been removed.

 “I knew,” said he, “that what I wrote must give you pain, but it was
necessary. I hope you have destroyed the letter. There was one part,
especially the opening of it, which I should dread your having the power
of reading again. I can remember some expressions which might justly
make you hate me.”

 “The letter shall certainly be burnt, if you believe it essential to the
preservation of my regard; but, though we have both reason to think my
opinions not entirely unalterable, they are not, I hope, quite so easily
changed as that implies.”

 “When I wrote that letter,” replied Darcy, “I believed myself perfectly
calm and cool; but I am since convinced that it was written in a
dreadful bitterness of spirit.”

 “The letter, perhaps, began in bitterness, but it did not end so."
Jane Austen::Sense and Sensibility,Jane Austen,Sense and Sensibility,501,228,"What she would engage to do towards augmenting their income was next to
be considered; and here it plainly appeared, that though Edward was now
her only son, he was by no means her eldest; for while Robert was
inevitably endowed with a thousand pounds a-year, not the smallest
objection was made against Edward’s taking orders for the sake of two
hundred and fifty at the utmost; nor was anything promised either for
the present or in future, beyond the ten thousand pounds, which had
been given with Fanny.

 It was as much, however, as was desired, and more than was expected, by
Edward and Elinor; and Mrs. Ferrars herself, by her shuffling excuses,
seemed the only person surprised at her not giving more.

 With an income quite sufficient to their wants thus secured to them,
they had nothing to wait for after Edward was in possession of the
living, but the readiness of the house, to which Colonel Brandon, with
an eager desire for the accommodation of Elinor, was making
considerable improvements; and after waiting some time for their
completion, after experiencing, as usual, a thousand disappointments
and delays from the unaccountable dilatoriness of the workmen, Elinor,
as usual, broke through the first positive resolution of not marrying
till every thing was ready, and the ceremony took place in Barton
church early in the autumn."
Jane Austen::Emma,Jane Austen,Emma,18,266,"He had made his fortune, bought his house, and obtained
his wife; and was beginning a new period of existence, with every
probability of greater happiness than in any yet passed through. He had
never been an unhappy man; his own temper had secured him from that,
even in his first marriage; but his second must shew him how delightful
a well-judging and truly amiable woman could be, and must give him the
pleasantest proof of its being a great deal better to choose than to be
chosen, to excite gratitude than to feel it.

 He had only himself to please in his choice: his fortune was his own;
for as to Frank, it was more than being tacitly brought up as his
uncle’s heir, it had become so avowed an adoption as to have him assume
the name of Churchill on coming of age. It was most unlikely,
therefore, that he should ever want his father’s assistance. His father
had no apprehension of it. The aunt was a capricious woman, and
governed her husband entirely; but it was not in Mr. Weston’s nature to
imagine that any caprice could be strong enough to affect one so dear,
and, as he believed, so deservedly dear. He saw his son every year in
London, and was proud of him; and his fond report of him as a very fine
young man had made Highbury feel a sort of pride in him too. He was
looked on as sufficiently belonging to the place to make his merits and
prospects a kind of common concern."
Jane Austen::Emma,Jane Austen,Emma,647,250,"“Very pretty, sir, upon my word; to send me on here, to be an
encumbrance to my friends, so long before you vouchsafe to come!—But
you knew what a dutiful creature you had to deal with. You knew I
should not stir till my lord and master appeared.—Here have I been
sitting this hour, giving these young ladies a sample of true conjugal
obedience—for who can say, you know, how soon it may be wanted?”

Mr. Elton was so hot and tired, that all this wit seemed thrown away.
 His civilities to the other ladies must be paid; but his subsequent
object was to lament over himself for the heat he was suffering, and
the walk he had had for nothing.

 “When I got to Donwell,” said he, “Knightley could not be found. Very
odd! very unaccountable! after the note I sent him this morning, and
the message he returned, that he should certainly be at home till one.”

“Donwell!” cried his wife.—“My dear Mr. E., you have not been to
 Donwell!—You mean the Crown; you come from the meeting at the Crown.”

 “No, no, that’s to-morrow; and I particularly wanted to see Knightley
to-day on that very account.—Such a dreadful broiling morning!—I went
over the fields too—(speaking in a tone of great ill-usage,) which made
it so much the worse. And then not to find him at home! I assure you I
am not at all pleased."
Jane Austen::Sense and Sensibility,Jane Austen,Sense and Sensibility,469,241,"Your_ sense of
honour and honesty would have led you, I know, when aware of your
situation, to attempt all the economy that would appear to you
possible: and, perhaps, as long as your frugality retrenched only on
your own comfort, you might have been suffered to practice it, but
beyond that—and how little could the utmost of your single management
do to stop the ruin which had begun before your marriage? Beyond
_that_, had you endeavoured, however reasonably, to abridge _his_
enjoyments, is it not to be feared, that instead of prevailing on
feelings so selfish to consent to it, you would have lessened your own
influence on his heart, and made him regret the connection which had
involved him in such difficulties?”

Marianne’s lips quivered, and she repeated the word “Selfish?” in a
tone that implied—“do you really think him selfish?”

“The whole of his behaviour,” replied Elinor, “from the beginning to
the end of the affair, has been grounded on selfishness. It was
selfishness which first made him sport with your affections; which
afterwards, when his own were engaged, made him delay the confession of
it, and which finally carried him from Barton. His own enjoyment, or
his own ease, was, in every particular, his ruling principle.”

 “It is very true. _ My_ happiness never was his object.”

 “At present,” continued Elinor, “he regrets what he has done. And why
does he regret it?—Because"
Jane Austen::Pride and Prejudice,Jane Austen,Pride and Prejudice,341,254,"The
town where she had formerly passed some years of her life, and where
they were now to spend a few days, was probably as great an object of
her curiosity as all the celebrated beauties of Matlock, Chatsworth,
Dovedale, or the Peak.

 Elizabeth was excessively disappointed: she had set her heart on seeing
the Lakes; and still thought there might have been time enough. But it
was her business to be satisfied--and certainly her temper to be happy;
and all was soon right again.

 With the mention of Derbyshire, there were many ideas connected. It was
impossible for her to see the word without thinking of Pemberley and its
owner. “But surely,” said she, “I may enter his county with impunity,
and rob it of a few petrified spars, without his perceiving me.”

 The period of expectation was now doubled. Four weeks were to pass away
before her uncle and aunt’s arrival. But they did pass away, and Mr. and
Mrs. Gardiner, with their four children, did at length appear at
Longbourn. The children, two girls of six and eight years old, and two
younger boys, were to be left under the particular care of their cousin
Jane, who was the general favourite, and whose steady sense and
sweetness of temper exactly adapted her for attending to them in every
way--teaching them, playing with them, and loving them.

 The Gardiners stayed only one night at Longbourn, and set off the next
morning with Elizabeth in pursuit of novelty and amusement."
Jane Austen::Emma,Jane Austen,Emma,558,212,"You do not mean it?”

“You may well be amazed,” returned Mrs. Weston, still averting her
eyes, and talking on with eagerness, that Emma might have time to
recover— “You may well be amazed. But it is even so. There has been a
solemn engagement between them ever since October—formed at Weymouth,
and kept a secret from every body. Not a creature knowing it but
themselves—neither the Campbells, nor her family, nor his.—It is so
wonderful, that though perfectly convinced of the fact, it is yet
almost incredible to myself. I can hardly believe it.—I thought I knew
him.”

 Emma scarcely heard what was said.—Her mind was divided between two
ideas—her own former conversations with him about Miss Fairfax; and
poor Harriet;—and for some time she could only exclaim, and require
confirmation, repeated confirmation.

 “Well,” said she at last, trying to recover herself; “this is a
circumstance which I must think of at least half a day, before I can at
all comprehend it. What!—engaged to her all the winter—before either of
them came to Highbury?”

“Engaged since October,—secretly engaged.—It has hurt me, Emma, very
much. It has hurt his father equally. _ Some_ _part_ of his conduct we
cannot excuse.”"
Mark Twain::Adventures of Huckleberry Finn,Mark Twain,Adventures of Huckleberry Finn,19,230,"“But how can we do it if we don’t know what it is?”

“Why, blame it all, we’ve _got_ to do it. Don’t I tell you it’s in the
books? Do you want to go to doing different from what’s in the books,
and get things all muddled up?”

“Oh, that’s all very fine to _say_, Tom Sawyer, but how in the nation
are these fellows going to be ransomed if we don’t know how to do it to
them?—that’s the thing _ I_ want to get at. Now, what do you _reckon_ it
is?”

“Well, I don’t know. But per’aps if we keep them till they’re ransomed,
it means that we keep them till they’re dead.”

 “Now, that’s something _like_. That’ll answer. Why couldn’t you said
that before? We’ll keep them till they’re ransomed to death; and a
bothersome lot they’ll be, too—eating up everything, and always trying
to get loose.”

 “How you talk, Ben Rogers. How can they get loose when there’s a guard
over them, ready to shoot them down if they move a peg?”

“A guard! Well, that _is_ good. So somebody’s got to set up all night
and never get any sleep, just so as to watch them. I think that’s
foolishness."
Jane Austen::Sense and Sensibility,Jane Austen,Sense and Sensibility,315,215,"For where she _does_
dislike, I know it is most violent.”

 Elinor was prevented from making any reply to this civil triumph, by
the door’s being thrown open, the servant’s announcing Mr. Ferrars, and
Edward’s immediately walking in.

 It was a very awkward moment; and the countenance of each showed that
it was so. They all looked exceedingly foolish; and Edward seemed to
have as great an inclination to walk out of the room again, as to
advance farther into it. The very circumstance, in its unpleasantest
form, which they would each have been most anxious to avoid, had fallen
on them.—They were not only all three together, but were together
without the relief of any other person. The ladies recovered themselves
first. It was not Lucy’s business to put herself forward, and the
appearance of secrecy must still be kept up. She could therefore only
_look_ her tenderness, and after slightly addressing him, said no more.

 But Elinor had more to do; and so anxious was she, for his sake and her
own, to do it well, that she forced herself, after a moment’s
recollection, to welcome him, with a look and manner that were almost
easy, and almost open; and another struggle, another effort still
improved them."
Jane Austen::Sense and Sensibility,Jane Austen,Sense and Sensibility,374,215,"“The smallness of the house,” said she, “I cannot imagine any
inconvenience to them, for it will be in proportion to their family and
income.”

By which the Colonel was surprised to find that _ she_ was considering
Mr. Ferrars’s marriage as the certain consequence of the presentation;
for he did not suppose it possible that Delaford living could supply
such an income, as anybody in his style of life would venture to settle
on, and he said so.

 “This little rectory _can_ do no more than make Mr. Ferrars comfortable
as a bachelor; it cannot enable him to marry. I am sorry to say that my
patronage ends with this; and my interest is hardly more extensive. If,
however, by an unforeseen chance it should be in my power to serve him
farther, I must think very differently of him from what I now do, if I
am not as ready to be useful to him then as I sincerely wish I could be
at present. What I am now doing indeed, seems nothing at all, since it
can advance him so little towards what must be his principal, his only
object of happiness. His marriage must still be a distant good; at
least, I am afraid it cannot take place very soon.”"
Jane Austen::Emma,Jane Austen,Emma,255,243,"Part of every winter she
had been used to spend in Bath; but Bristol was her home, the very
heart of Bristol; for though the father and mother had died some years
ago, an uncle remained—in the law line—nothing more distinctly
honourable was hazarded of him, than that he was in the law line; and
with him the daughter had lived. Emma guessed him to be the drudge of
some attorney, and too stupid to rise. And all the grandeur of the
connexion seemed dependent on the elder sister, who was _very_ _well_
_married_, to a gentleman in a _great_ _way_, near Bristol, who kept
two carriages! That was the wind-up of the history; that was the glory
of Miss Hawkins.

 Could she but have given Harriet her feelings about it all! She had
talked her into love; but, alas! she was not so easily to be talked out
of it. The charm of an object to occupy the many vacancies of Harriet’s
mind was not to be talked away. He might be superseded by another; he
certainly would indeed; nothing could be clearer; even a Robert Martin
would have been sufficient; but nothing else, she feared, would cure
her. Harriet was one of those, who, having once begun, would be always
in love. And now, poor girl! she was considerably worse from this
reappearance of Mr. Elton. She was always having a glimpse of him
somewhere or other."
Mark Twain::Adventures of Huckleberry Finn,Mark Twain,Adventures of Huckleberry Finn,193,230,"Says he:

“I got hurt a little, en couldn’t swim fas’, so I wuz a considable ways
behine you towards de las’; when you landed I reck’ned I could ketch up
wid you on de lan’ ’dout havin’ to shout at you, but when I see dat
house I begin to go slow. I ’uz off too fur to hear what dey say to
you—I wuz ’fraid o’ de dogs; but when it ’uz all quiet agin, I knowed
you’s in de house, so I struck out for de woods to wait for day. Early
in de mawnin’ some er de niggers come along, gwyne to de fields, en dey
tuk me en showed me dis place, whah de dogs can’t track me on accounts
o’ de water, en dey brings me truck to eat every night, en tells me how
you’s a-gitt’n along.”

 “Why didn’t you tell my Jack to fetch me here sooner, Jim?”

“Well, ’twarn’t no use to ’sturb you, Huck, tell we could do sumfn—but
we’s all right now. I ben a-buyin’ pots en pans en vittles, as I got a
chanst, en a-patchin’ up de raf’ nights when—”

“_What_ raft, Jim?”

“Our ole raf’.”

 “You mean to say our old raft warn’t smashed all to flinders?”

“No, she warn’t."
Jane Austen::Sense and Sensibility,Jane Austen,Sense and Sensibility,16,259,"For their brother’s sake, too, for the sake of his own
heart, she rejoiced; and she reproached herself for being unjust to his
merit before, in believing him incapable of generosity. His attentive
behaviour to herself and his sisters convinced her that their welfare
was dear to him, and, for a long time, she firmly relied on the
liberality of his intentions.

 The contempt which she had, very early in their acquaintance, felt for
her daughter-in-law, was very much increased by the farther knowledge
of her character, which half a year’s residence in her family afforded;
and perhaps in spite of every consideration of politeness or maternal
affection on the side of the former, the two ladies might have found it
impossible to have lived together so long, had not a particular
circumstance occurred to give still greater eligibility, according to
the opinions of Mrs. Dashwood, to her daughters’ continuance at
Norland.

 This circumstance was a growing attachment between her eldest girl and
the brother of Mrs. John Dashwood, a gentleman-like and pleasing young
man, who was introduced to their acquaintance soon after his sister’s
establishment at Norland, and who had since spent the greatest part of
his time there.

 Some mothers might have encouraged the intimacy from motives of
interest, for Edward Ferrars was the eldest son of a man who had died
very rich; and some might have repressed it from motives of prudence,
for, except a trifling sum, the whole of his fortune depended on the
will of his mother."
Jane Austen::Pride and Prejudice,Jane Austen,Pride and Prejudice,54,231,"Her resistance had not injured
her with the gentleman, and he was thinking of her with some
complacency, when thus accosted by Miss Bingley,--

“I can guess the subject of your reverie.”

“I should imagine not.”

 “You are considering how insupportable it would be to pass many
evenings in this manner,--in such society; and, indeed, I am quite of
your opinion. I was never more annoyed! The insipidity, and yet the
noise--the nothingness, and yet the self-importance, of all these
people! What would I give to hear your strictures on them!”

 “Your conjecture is totally wrong, I assure you. My mind was more
agreeably engaged. I have been meditating on the very great pleasure
which a pair of fine eyes in the face of a pretty woman can bestow.”

 Miss Bingley immediately fixed her eyes on his face, and desired he
would tell her what lady had the credit of inspiring such reflections.
 Mr. Darcy replied, with great intrepidity,--

“Miss Elizabeth Bennet.”

 “Miss Elizabeth Bennet!” repeated Miss Bingley. “I am all astonishment.
 How long has she been such a favourite? and pray when am I to wish you
joy?”

“That is exactly the question which I expected you to ask. A lady’s
imagination is very rapid; it jumps from admiration to love, from love
to matrimony, in a moment. I knew you would be wishing me joy.”"
Jane Austen::Emma,Jane Austen,Emma,472,198,"CHAPTER IV

A very few days had passed after this adventure, when Harriet came one
morning to Emma with a small parcel in her hand, and after sitting down
and hesitating, thus began:

“Miss Woodhouse—if you are at leisure—I have something that I should
like to tell you—a sort of confession to make—and then, you know, it
will be over.”

 Emma was a good deal surprized; but begged her to speak. There was a
seriousness in Harriet’s manner which prepared her, quite as much as
her words, for something more than ordinary.

 “It is my duty, and I am sure it is my wish,” she continued, “to have
no reserves with you on this subject. As I am happily quite an altered
creature in _one_ _respect_, it is very fit that you should have the
satisfaction of knowing it. I do not want to say more than is
necessary—I am too much ashamed of having given way as I have done, and
I dare say you understand me.”

 “Yes,” said Emma, “I hope I do.”

 “How I could so long a time be fancying myself!...” cried Harriet,
warmly. “It seems like madness!"
Mark Twain::Adventures of Huckleberry Finn,Mark Twain,Adventures of Huckleberry Finn,87,216,"The door of the cavern was big enough to roll a hogshead in, and on one
side of the door the floor stuck out a little bit, and was flat and a
good place to build a fire on. So we built it there and cooked dinner.

 We spread the blankets inside for a carpet, and eat our dinner in
there. We put all the other things handy at the back of the cavern.
 Pretty soon it darkened up, and begun to thunder and lighten; so the
birds was right about it. Directly it begun to rain, and it rained like
all fury, too, and I never see the wind blow so. It was one of these
regular summer storms. It would get so dark that it looked all
blue-black outside, and lovely; and the rain would thrash along by so
thick that the trees off a little ways looked dim and spider-webby; and
here would come a blast of wind that would bend the trees down and turn
up the pale underside of the leaves; and then a perfect ripper of a
gust would follow along and set the branches to tossing their arms as
if they was just wild; and next, when it was just about the bluest and
blackest—_fst!_"
Jane Austen::Pride and Prejudice,Jane Austen,Pride and Prejudice,350,238,"Mr. Gardiner, highly amused by the kind of family
prejudice, to which he attributed her excessive commendation of her
master, soon led again to the subject; and she dwelt with energy on his
many merits, as they proceeded together up the great staircase.

 “He is the best landlord, and the best master,” said she, “that ever
lived. Not like the wild young men now-a-days, who think of nothing but
themselves. There is not one of his tenants or servants but what will
give him a good name. Some people call him proud; but I am sure I never
saw anything of it. To my fancy, it is only because he does not rattle
away like other young men.”

 “In what an amiable light does this place him!” thought Elizabeth.

 “This fine account of him,” whispered her aunt as they walked, “is not
quite consistent with his behaviour to our poor friend.”

 “Perhaps we might be deceived.”

“That is not very likely; our authority was too good.”

On reaching the spacious lobby above, they were shown into a very pretty
sitting-room, lately fitted up with greater elegance and lightness than
the apartments below; and were informed that it was but just done to
give pleasure to Miss Darcy, who had taken a liking to the room, when
last at Pemberley.

 “He is certainly a good brother,” said Elizabeth, as she walked towards
one of the windows."
Jane Austen::Pride and Prejudice,Jane Austen,Pride and Prejudice,395,233,"“Do you really think so?” cried Elizabeth, brightening up for a moment.

 “Upon my word,” said Mrs. Gardiner, “I begin to be of your uncle’s
opinion. It is really too great a violation of decency, honour, and
interest, for him to be guilty of it. I cannot think so very ill of
Wickham. Can you, yourself, Lizzie, so wholly give him up, as to believe
him capable of it?”

“Not perhaps of neglecting his own interest. But of every other neglect
I can believe him capable. If, indeed, it should be so! But I dare not
hope it. Why should they not go on to Scotland, if that had been the
case?”

“In the first place,” replied Mr. Gardiner, “there is no absolute proof
that they are not gone to Scotland.”

 “Oh, but their removing from the chaise into a hackney coach is such a
presumption! And, besides, no traces of them were to be found on the
Barnet road.”

 “Well, then,--supposing them to be in London--they may be there, though
for the purpose of concealment, for no more exceptionable purpose. It is
not likely that money should be very abundant on either side; and it
might strike them that they could be more economically, though less
expeditiously, married in London, than in Scotland.”

 “But why all this secrecy? Why any fear of detection? Why must their
marriage be private?"
Jane Austen::Emma,Jane Austen,Emma,241,235,"“A new neighbour for us all, Miss Woodhouse!” said Miss Bates,
joyfully; “my mother is so pleased!—she says she cannot bear to have
the poor old Vicarage without a mistress. This is great news, indeed.
 Jane, you have never seen Mr. Elton!—no wonder that you have such a
curiosity to see him.”

 Jane’s curiosity did not appear of that absorbing nature as wholly to
occupy her.

 “No—I have never seen Mr. Elton,” she replied, starting on this appeal;
“is he—is he a tall man?”

“Who shall answer that question?” cried Emma. “My father would say
‘yes,’ Mr. Knightley ‘no;’ and Miss Bates and I that he is just the
happy medium. When you have been here a little longer, Miss Fairfax,
you will understand that Mr. Elton is the standard of perfection in
Highbury, both in person and mind.”

“Very true, Miss Woodhouse, so she will. He is the very best young
man—But, my dear Jane, if you remember, I told you yesterday he was
precisely the height of Mr. Perry. Miss Hawkins,—I dare say, an
excellent young woman. His extreme attention to my mother—wanting her
to sit in the vicarage pew, that she might hear the better, for my
mother is a little deaf, you know—it is not much, but she does not hear
quite quick. Jane says that Colonel Campbell is a little deaf."
Jane Austen::Emma,Jane Austen,Emma,532,225,"Jane she had a distinct glimpse
of, looking extremely ill; and, before the door had shut them out, she
heard Miss Bates saying, “Well, my dear, I shall _say_ you are laid
down upon the bed, and I am sure you are ill enough.”

 Poor old Mrs. Bates, civil and humble as usual, looked as if she did
not quite understand what was going on.

 “I am afraid Jane is not very well,” said she, “but I do not know; they
_tell_ me she is well. I dare say my daughter will be here presently,
Miss Woodhouse. I hope you find a chair. I wish Hetty had not gone. I
am very little able—Have you a chair, ma’am? Do you sit where you like?
 I am sure she will be here presently.”

 Emma seriously hoped she would. She had a moment’s fear of Miss Bates
keeping away from her. But Miss Bates soon came—“Very happy and
obliged”—but Emma’s conscience told her that there was not the same
cheerful volubility as before—less ease of look and manner. A very
friendly inquiry after Miss Fairfax, she hoped, might lead the way to a
return of old feelings. The touch seemed immediate.

 “Ah! Miss Woodhouse, how kind you are!—I suppose you have heard—and are
come to give us joy."
Mark Twain::A Connecticut Yankee in King Arthur's Court,Mark Twain,A Connecticut Yankee in King Arthur's Court,176,224,"In one of them was
a woman, in foul rags, who sat on the ground, and would not answer
a question or speak a word, but only looked up at us once or twice,
through a cobweb of tangled hair, as if to see what casual thing
it might be that was disturbing with sound and light the meaningless
dull dream that was become her life; after that, she sat bowed,
with her dirt-caked fingers idly interlocked in her lap, and gave
no further sign. This poor rack of bones was a woman of middle
age, apparently; but only apparently; she had been there nine
years, and was eighteen when she entered. She was a commoner,
and had been sent here on her bridal night by Sir Breuse Sance Pite,
a neighboring lord whose vassal her father was, and to which said
lord she had refused what has since been called le droit du
seigneur, and, moreover, had opposed violence to violence and spilt
half a gill of his almost sacred blood. The young husband had
interfered at that point, believing the bride's life in danger,
and had flung the noble out into the midst of the humble and
trembling wedding guests, in the parlor, and left him there
astonished at this strange treatment, and implacably embittered
against both bride and groom."
Mark Twain::Adventures of Huckleberry Finn,Mark Twain,Adventures of Huckleberry Finn,441,268,"We took and lined her with dough, and set her in the coals,
and loaded her up with rag rope, and put on a dough roof, and shut down
the lid, and put hot embers on top, and stood off five foot, with the
long handle, cool and comfortable, and in fifteen minutes she turned
out a pie that was a satisfaction to look at. But the person that et it
would want to fetch a couple of kags of toothpicks along, for if that
rope ladder wouldn’t cramp him down to business I don’t know nothing
what I’m talking about, and lay him in enough stomach-ache to last him
till next time, too.

 Nat didn’t look when we put the witch pie in Jim’s pan; and we put the
three tin plates in the bottom of the pan under the vittles; and so Jim
got everything all right, and as soon as he was by himself he busted
into the pie and hid the rope ladder inside of his straw tick, and
scratched some marks on a tin plate and throwed it out of the
window-hole.

 CHAPTER XXXVIII.

 Making them pens was a distressid tough job, and so was the saw; and
Jim allowed the inscription was going to be the toughest of all. That’s
the one which the prisoner has to scrabble on the wall. But he had to
have it; Tom said he’d _got_ to; there warn’t no case of a state
prisoner not scrabbling his inscription to leave behind, and his coat
of arms."
